Date Received,Product Name,Sub Product,Issue,Sub Issue,Consumer Complaint Narrative,Company Public Response,Company,State Name,Zip Code,Tags,Consumer Consent Provided,Submitted via,Date Sent to Company,Company Response to Consumer,Timely Response,Consumer Disputed,Complaint ID
2013-08-14,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,,,"Expert Global Solutions, Inc.",TX,77449,,N/A,Web,2013-08-14,Closed with explanation,Yes,No,492292
2013-08-01,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"TransUnion Intermediate Holdings, Inc.",MI,49442,,N/A,Web,2013-08-01,Closed with explanation,Yes,No,472199
2013-08-08,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,,,Freedom Mortgage,KS,67219,,N/A,Web,2013-08-12,Closed with explanation,Yes,No,483625
2013-08-14,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,MD,21704,,N/A,Web,2013-08-14,Closed with explanation,Yes,No,492157
2013-08-14,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,,,Encore Capital Group,FL,33780,,N/A,Postal mail,2013-08-15,Closed with explanation,Yes,No,489528
2013-08-14,Credit card,,Advertising and marketing,,,,Citibank,VA,23221,,N/A,Web,2013-08-14,Closed with non-monetary relief,Yes,No,492158
2013-07-26,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Arbor Residential Mortgage LLC,NY,10465,,N/A,Referral,2013-07-29,Closed with explanation,Yes,No,464030
2013-08-08,Credit reporting,,Incorrect information on credit report,Account terms,,,Navy FCU,NH,3598,Servicemember,N/A,Web,2013-08-13,Closed with explanation,Yes,Yes,483647
2013-07-25,Credit card,,Other,,,,First National Bank of Omaha,FL,33306,,N/A,Web,2013-07-25,Closed,Yes,Yes,475876
2013-08-01,Bank account or service,Checking account,Deposits and withdrawals,,,,JPMorgan Chase & Co.,CA,92129,,N/A,Web,2013-08-05,Closed with explanation,Yes,No,454526
2013-08-01,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,"SunTrust Banks, Inc.",VA,23116,,N/A,Web,2013-08-06,Closed with explanation,Yes,No,472227
2013-07-25,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,MO,64152,,N/A,Web,2013-07-29,Closed with explanation,Yes,No,466907
2013-08-01,Credit reporting,,Credit reporting company's investigation,Inadequate help over the phone,,,Equifax,AK,99688,,N/A,Web,2013-08-01,Closed with explanation,Yes,Yes,472184
2013-08-21,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,,,Bank of America,AZ,85016,Servicemember,N/A,Phone,2013-08-22,Closed with explanation,Yes,No,499192
2013-08-08,Mortgage,Other mortgage,Credit decision / Underwriting,,,,Bank of America,TX,75044,,N/A,Postal mail,2013-08-09,Closed with explanation,Yes,Yes,483658
2013-07-25,Student loan,Non-federal student loan,Problems when you are unable to pay,Problems when you are unable to pay,,,"Navient Solutions, Inc.",OH,43606,,N/A,Web,2013-07-26,Closed with explanation,Yes,Yes,466917
2013-07-25,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,HI,96744,,N/A,Phone,2013-07-30,Closed with explanation,Yes,Yes,466922
2013-08-14,Credit reporting,,Incorrect information on credit report,Public record,,,"TransUnion Intermediate Holdings, Inc.",CA,92563,,N/A,Postal mail,2013-09-04,Closed with non-monetary relief,Yes,No,493306
2013-08-08,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,"First American Mitigators, PLLC.",MI,48223,,N/A,Web,2013-08-13,Untimely response,No,,482784
2013-08-01,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,"R&R Professional Recovery, Inc.",MD,21044,Servicemember,N/A,Web,2013-08-22,Closed with non-monetary relief,Yes,No,472242
2013-08-14,Credit card,,Other,,,,Citibank,CA,92078,,N/A,Web,2013-08-14,Closed with explanation,Yes,No,492182
2013-08-21,Bank account or service,Checking account,"Account opening, closing, or management",,,,Regions Financial Corporation,GA,30058,,N/A,Web,2013-08-22,Closed,Yes,No,499654
2013-08-01,Mortgage,Reverse mortgage,Settlement process and costs,,,,Wells Fargo & Company,TX,75081,,N/A,Web,2013-08-06,Closed with explanation,Yes,No,472247
2013-08-08,Credit card,,Balance transfer,,,,JPMorgan Chase & Co.,SC,29593,"Older American, Servicemember",N/A,Phone,2013-08-12,Closed with explanation,Yes,Yes,483674
2013-08-08,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ditech Financial LLC,WI,53952,,N/A,Web,2013-08-21,Closed with explanation,Yes,No,484566
2013-07-26,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,MN,55025,,N/A,Web,2013-07-29,Closed with explanation,Yes,No,467416
2013-08-01,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,,,"I.C. System, Inc.",NY,13408,,N/A,Phone,2013-08-12,Closed,Yes,No,472249
2013-08-01,Credit reporting,,Incorrect information on credit report,Public record,,,"TransUnion Intermediate Holdings, Inc.",VA,23230,,N/A,Web,2013-08-01,Closed with explanation,Yes,Yes,475671
2013-08-08,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"Citizens Financial Group, Inc.",NY,14215,,N/A,Referral,2013-08-09,Closed with explanation,Yes,No,484165
2013-07-25,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,"Carrington Mortgage Holdings, LLC.",CA,94549,Older American,N/A,Web,2013-07-30,Closed with monetary relief,Yes,No,466889
2013-08-21,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"SunTrust Banks, Inc.",CA,92660,,N/A,Referral,2013-08-22,Closed with explanation,Yes,No,501114
2013-08-01,Credit card,,Advertising and marketing,,,,JPMorgan Chase & Co.,TX,75002,Older American,N/A,Web,2013-08-01,Closed with explanation,Yes,No,472254
2013-08-08,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,FL,32208,,N/A,Web,2013-08-09,Closed with explanation,Yes,No,482661
2013-07-26,Credit card,,Billing disputes,,,,"Portfolio Recovery Associates, Inc.",RI,2908,,N/A,Phone,2013-07-29,Closed with non-monetary relief,Yes,No,467425
2013-08-21,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,CA,95747,,N/A,Web,2013-08-22,Closed with non-monetary relief,Yes,Yes,499660
2013-08-21,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",FL,32256,,N/A,Phone,2013-08-22,Closed with explanation,Yes,No,499661
2013-08-08,Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,,,Messerli & Kramer P.A.,MN,55402,Servicemember,N/A,Web,2013-10-08,Closed with explanation,Yes,No,483689
2013-08-08,Credit reporting,,Incorrect information on credit report,Account terms,,,Equifax,TX,77385,,N/A,Web,2013-08-08,Closed with non-monetary relief,Yes,Yes,483691
2013-08-14,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,AZ,85139,,N/A,Web,2013-08-14,Closed with explanation,Yes,No,491281
2013-07-25,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",NH,3053,,N/A,Web,2013-07-26,Closed with explanation,Yes,No,466966
2013-08-01,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,,,"Debt Recovery Solutions, LLC",WA,98902,,N/A,Phone,2013-08-12,Closed with explanation,Yes,No,472278
2013-08-14,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,Equifax,TX,77072,,N/A,Web,2013-08-14,Closed with explanation,Yes,No,489346
2013-08-08,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,TX,77385,,N/A,Web,2013-08-08,Closed with non-monetary relief,Yes,No,483692
2013-08-21,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,AZ,85172,Older American,N/A,Phone,2013-08-22,Closed with explanation,Yes,No,499668
2013-08-01,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,CA,91381,,N/A,Web,2013-08-01,Closed with explanation,Yes,No,472282
2013-07-25,Bank account or service,Checking account,Using a debit or ATM card,,,,Astoria Bank,NY,11951,,N/A,Phone,2013-07-29,Closed with explanation,Yes,No,466989
2013-09-12,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Flagstar Bank,NM,87732,Older American,N/A,Web,2013-09-13,Closed with explanation,Yes,No,525939
2013-08-14,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,CA,90036,,N/A,Web,2013-08-14,Closed with explanation,Yes,Yes,489647
2013-08-08,Bank account or service,Checking account,Deposits and withdrawals,,,,BB&T Financial,NC,27344,,N/A,Web,2013-08-12,Closed with explanation,Yes,Yes,483735
2013-08-01,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,NY,11787,,N/A,Postal mail,2013-09-06,Closed with non-monetary relief,Yes,No,464445
2013-08-14,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Ocwen,MI,48239,,N/A,Phone,2013-08-14,Closed with explanation,Yes,Yes,492220
2013-08-21,Bank account or service,Checking account,Deposits and withdrawals,,,,Wells Fargo & Company,TX,78130,,N/A,Phone,2013-08-22,Closed with explanation,Yes,No,499673
2013-07-26,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,NC,28472,,N/A,Web,2013-07-29,Closed with explanation,Yes,No,467512
2013-08-21,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,NC,27312,,N/A,Web,2013-08-22,Closed with explanation,Yes,Yes,499676
2013-08-08,Credit card,,APR or interest rate,,,,JPMorgan Chase & Co.,OH,45420,Older American,N/A,Web,2013-08-08,Closed with explanation,Yes,Yes,483742
2013-08-21,Bank account or service,Savings account,Deposits and withdrawals,,,,Citibank,CA,93401,,N/A,Referral,2013-08-22,Closed with non-monetary relief,Yes,No,500439
2013-08-01,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,EverBank,TN,38002,,N/A,Web,2013-08-06,Closed with explanation,Yes,Yes,469071
2013-08-01,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,JPMorgan Chase & Co.,CA,95125,,N/A,Web,2013-08-06,Closed with non-monetary relief,Yes,No,479264
2013-07-26,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Ditech Financial LLC,NJ,7039,,N/A,Phone,2013-07-29,Closed with explanation,Yes,No,467539
2013-08-14,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"Select Portfolio Servicing, Inc",CA,95608,,N/A,Referral,2013-09-04,Closed with explanation,Yes,No,490025
2013-07-26,Credit reporting,,Improper use of my credit report,Received marketing offer after opted out,,,"TransUnion Intermediate Holdings, Inc.",OH,44305,,N/A,Web,2013-07-26,Closed with explanation,Yes,No,467510
2013-07-26,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,Synchrony Financial,TX,77449,,N/A,Web,2013-07-26,Closed with non-monetary relief,Yes,No,467543
2013-07-26,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,PNC Bank N.A.,OH,44065,,N/A,Web,2013-07-29,Closed with explanation,Yes,No,467546
2013-08-21,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,"Carrington Mortgage Holdings, LLC.",AZ,85212,,N/A,Web,2013-08-22,Closed with explanation,Yes,No,499683
2013-08-14,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,ERC,TX,77584,,N/A,Phone,2013-08-15,Closed with non-monetary relief,Yes,No,489566
2013-08-21,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,LoanDepot,NC,28146,Older American,N/A,Phone,2013-08-22,Closed with explanation,Yes,No,499686
2013-08-14,Credit card,,Other,,,,Amex,TX,78729,,N/A,Web,2013-08-14,Closed with non-monetary relief,Yes,No,491253
2013-08-01,Credit card,,Credit card protection / Debt protection,,,,Bank of America,TX,75946,,N/A,Postal mail,2013-08-05,Closed with non-monetary relief,Yes,No,475025
2013-08-08,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,CA,90005,,N/A,Postal mail,2013-08-12,Closed with explanation,Yes,No,484575
2013-08-01,Bank account or service,Checking account,Problems caused by my funds being low,,,,Bank of America,GA,30305,,N/A,Web,2013-08-05,Closed with monetary relief,Yes,No,472350
2013-08-14,Money transfers,Domestic (US) money transfer,Fraud or scam,,,,"PayPal Holdings, Inc.",NY,11553,,N/A,Web,2013-08-15,Closed with explanation,Yes,No,489547
2013-07-26,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,"Trident Asset Management, L.L.C.",PA,17043,,N/A,Web,2013-08-20,Closed with non-monetary relief,Yes,No,467560
2013-08-14,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,"Fidelity National Information Services, Inc. (FNIS)",TX,77077,,N/A,Web,2013-08-14,Closed with explanation,Yes,Yes,493342
2013-07-26,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,WI,53074,,N/A,Web,2013-07-29,Closed with explanation,Yes,No,467577
2013-07-26,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,,"Citizens Financial Group, Inc.",MA,2126,,N/A,Phone,2013-07-29,Closed with explanation,Yes,Yes,467572
2013-08-01,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Citibank,NC,28079,,N/A,Referral,2013-08-07,Closed with explanation,Yes,No,472364
2013-08-21,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,UT,84117,,N/A,Web,2013-08-22,Closed with explanation,Yes,No,499287
2013-08-21,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,SC,29102,,N/A,Referral,2013-08-22,Closed with explanation,Yes,No,499954
2013-08-14,Debt collection,Credit card,Taking/threatening an illegal action,Threatened to sue on too old debt,,,"Eisenburg,Whitman and Associates",CA,91325,Servicemember,N/A,Web,2013-09-12,Closed with explanation,No,,491200
2013-08-14,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,The Law Office of Daniel Slane,OH,45368,,N/A,Phone,2013-10-21,Closed with explanation,Yes,No,489675
2013-08-14,Credit reporting,,Incorrect information on credit report,Account terms,,,Experian,NY,11949,,N/A,Web,2013-08-15,Closed with explanation,Yes,Yes,489661
2013-07-26,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,Concord Servicing Corporation,GA,30075,,N/A,Web,2013-08-22,Closed with explanation,Yes,No,467589
2013-08-14,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,,,"PayPal Holdings, Inc.",VA,23417,,N/A,Web,2013-08-15,Closed with non-monetary relief,Yes,No,489680
2013-08-14,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"TransUnion Intermediate Holdings, Inc.",IN,46307,,N/A,Postal mail,2013-09-20,Closed with explanation,Yes,No,493344
2013-08-08,Debt collection,Credit card,Taking/threatening an illegal action,Seized/Attempted to seize property,,,"Pressler & Pressler, LLP",FL,33442,,N/A,Referral,2013-08-13,Closed with explanation,Yes,Yes,483784
2013-08-14,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,CA,95609,,N/A,Referral,2013-08-16,Closed with explanation,Yes,No,488958
2013-08-14,Bank account or service,Checking account,Problems caused by my funds being low,,,,TD Bank US Holding Company,NH,3461,,N/A,Referral,2013-08-16,Closed with monetary relief,Yes,No,489581
2013-08-01,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Citibank,OR,97220,,N/A,Referral,2013-08-06,Closed with explanation,Yes,No,472370
2013-08-01,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,New York Community Bank,NJ,7002,,N/A,Referral,2013-08-07,Closed with explanation,Yes,No,472377
2013-08-14,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,,,M&T Bank Corporation,VA,20191,,N/A,Web,2013-08-15,Closed with explanation,Yes,No,489684
2013-07-26,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,CA,92129,,N/A,Referral,2013-07-29,Closed with explanation,Yes,No,467602
2013-08-14,Bank account or service,Checking account,Problems caused by my funds being low,,,,Wells Fargo & Company,NV,89169,,N/A,Referral,2013-08-16,Closed with monetary relief,Yes,No,489585
2013-08-08,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,PNC Bank N.A.,IL,60453,,N/A,Web,2013-08-12,Closed with explanation,Yes,No,483798
2013-07-26,Mortgage,Other mortgage,Other,,,,Ocwen,IL,60419,,N/A,Referral,2013-07-29,Closed with explanation,Yes,No,468162
2013-08-14,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,CA,91762,,N/A,Referral,2013-08-16,Closed with explanation,Yes,No,489595
2013-08-21,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,JPMorgan Chase & Co.,FL,33708,Older American,N/A,Web,2013-08-22,Closed with monetary relief,Yes,No,501075
2013-07-26,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,TX,78212,,N/A,Referral,2013-08-06,Closed with explanation,Yes,No,475240
2013-08-14,Mortgage,Other mortgage,Other,,,,Bank of America,CA,95821,,N/A,Referral,2013-08-16,Closed with explanation,Yes,No,489596
2013-08-21,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,,,"Monarch Recovery Holdings, Inc.",MS,39404,Servicemember,N/A,Postal mail,2013-10-16,Closed with non-monetary relief,No,No,499705
2013-07-26,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"Select Portfolio Servicing, Inc",NV,89101,,N/A,Referral,2013-07-29,Closed with explanation,Yes,No,480221
2013-07-26,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Loan Care,FL,33064,,N/A,Referral,2013-07-29,Closed with explanation,Yes,No,468222
2013-07-26,Credit card,,Application processing delay,,,,Citibank,MO,65556,,N/A,Referral,2013-07-29,Closed with explanation,Yes,No,467619
2013-08-14,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,PNC Bank N.A.,FL,34654,,N/A,Referral,2013-08-16,Closed with non-monetary relief,Yes,No,489922
2013-07-26,Mortgage,Other mortgage,Other,,,,Bank of America,TX,75123,,N/A,Referral,2013-07-29,Closed with explanation,Yes,No,479585
2013-07-26,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,MI,48220,,N/A,Web,2013-07-26,Closed with non-monetary relief,Yes,No,466639
2013-08-14,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,TD Bank US Holding Company,NJ,7628,,N/A,Web,2013-08-15,Closed with monetary relief,Yes,Yes,489692
2013-08-21,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,AZ,85140,,N/A,Web,2013-08-21,Closed with non-monetary relief,Yes,No,499711
2013-08-21,Credit card,,APR or interest rate,,,,Capital One,HI,96734,,N/A,Web,2013-08-21,Closed with monetary relief,Yes,No,498234
2013-07-26,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,,,JPMorgan Chase & Co.,NY,10024,,N/A,Web,2013-07-29,Closed with monetary relief,Yes,No,457477
2013-08-01,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,ME,4401,,N/A,Web,2013-08-01,Closed with explanation,Yes,Yes,472404
2013-08-08,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,,,"NCB Management Services, Inc.",MI,63385,Older American,N/A,Phone,2013-08-12,Closed with non-monetary relief,Yes,No,483830
2013-08-21,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,FL,33901,,N/A,Web,2013-08-22,Closed with explanation,Yes,No,499714
2013-08-21,Bank account or service,Checking account,"Account opening, closing, or management",,,,JPMorgan Chase & Co.,MA,2215,,N/A,Web,2013-08-26,Closed with monetary relief,Yes,No,499715
2013-07-26,Credit card,,Overlimit fee,,,,Capital One,MI,48505,,N/A,Web,2013-07-26,Closed with monetary relief,Yes,No,454719
2013-08-14,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,PA,18062,,N/A,Referral,2013-08-16,Closed with explanation,Yes,No,489940
2013-08-14,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,IN,46307,,N/A,Postal mail,2013-09-20,Closed with non-monetary relief,Yes,No,489681
2013-08-08,Bank account or service,Checking account,Deposits and withdrawals,,,,JPMorgan Chase & Co.,CA,95403,,N/A,Referral,2013-08-12,Closed with explanation,Yes,No,484481
2013-08-08,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,JPMorgan Chase & Co.,CA,90501,,N/A,Referral,2013-08-12,Closed with explanation,Yes,Yes,484482
2013-08-14,Debt collection,I do not know,False statements or representation,Impersonated an attorney or official,,,United Portfolio Corp.,TX,78729,,N/A,Web,2013-08-16,Closed with non-monetary relief,Yes,No,489695
2013-08-08,Debt collection,Federal student loan,Cont'd attempts collect debt not owed,Debt is not mine,,,United Student Aid (USA) Funds,,,,N/A,Phone,2013-09-10,Closed with explanation,Yes,No,483760
2013-07-26,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,Equifax,GA,30213,,N/A,Web,2013-07-26,Closed with non-monetary relief,Yes,No,475609
2013-08-14,Credit reporting,,Incorrect information on credit report,Account terms,,,"Fidelity National Information Services, Inc. (FNIS)",NY,11949,,N/A,Web,2013-08-15,Closed with explanation,Yes,Yes,489663
2013-07-26,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,"EOS Holdings, Inc.",CA,93444,,N/A,Referral,2013-07-30,Closed with explanation,Yes,No,467659
2013-08-02,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,,,Wells Fargo & Company,CA,92706,,N/A,Web,2013-08-07,Closed with monetary relief,Yes,No,472434
2013-08-14,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,AL,36083,Older American,N/A,Web,2013-08-14,Closed with explanation,Yes,Yes,489611
2013-08-14,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,NJ,7836,,N/A,Web,2013-08-14,Closed with non-monetary relief,Yes,No,488924
2013-08-08,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",GA,30141,,N/A,Web,2013-08-12,Closed with monetary relief,Yes,No,483855
2013-08-14,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,PNC Bank N.A.,CO,80602,,N/A,Web,2013-08-14,Closed with explanation,Yes,No,492263
2013-08-08,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Bank of America,NH,3304,,N/A,Web,2013-08-13,Closed with explanation,Yes,Yes,483857
2013-07-26,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Arvest Bank,IN,60156,,N/A,Web,2013-07-29,Closed with explanation,Yes,No,467672
2013-08-21,Consumer Loan,Personal line of credit,Account terms and changes,,,,Wells Fargo & Company,NC,27615,,N/A,Phone,2013-09-25,Closed with explanation,Yes,Yes,499724
2013-08-08,Credit reporting,,Incorrect information on credit report,Public record,,,Equifax,LA,70814,,N/A,Web,2013-08-08,Closed with non-monetary relief,Yes,No,482697
2013-08-14,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,NY,10601,,N/A,Postal mail,2013-08-15,Closed with explanation,Yes,No,489613
2013-08-21,Credit card,,Billing disputes,,,,JPMorgan Chase & Co.,FL,33308,,N/A,Referral,2013-09-17,Closed with explanation,Yes,No,499727
2013-08-02,Credit card,,Forbearance / Workout plans,,,,Synchrony Financial,NJ,8801,,N/A,Web,2013-08-05,Closed with monetary relief,Yes,No,467575
2013-08-02,Credit card,,Billing disputes,,,,Capital One,TX,75254,,N/A,Web,2013-08-01,Closed with monetary relief,Yes,No,461878
2013-08-21,Credit card,,Billing disputes,,,,Capital One,AL,35210,,N/A,Phone,2013-08-22,Closed with explanation,Yes,No,499731
2013-08-21,Bank account or service,Checking account,Deposits and withdrawals,,,,Bank of America,FL,32809,,N/A,Web,2013-08-22,Closed with explanation,Yes,No,499732
2013-08-02,Mortgage,FHA mortgage,Credit decision / Underwriting,,,,Bank of America,TX,76135,,N/A,Web,2013-08-06,Closed with explanation,Yes,Yes,457935
2013-08-14,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,,,"Portfolio Recovery Associates, Inc.",FL,33472,Older American,N/A,Postal mail,2014-06-02,Closed with explanation,Yes,No,489705
2013-08-21,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,PA,19055,,N/A,Web,2013-08-22,Closed with explanation,Yes,Yes,499734
2013-07-26,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,"Retrieval-Masters Creditors Bureau, Inc.",NJ,7508,,N/A,Phone,2013-08-01,Closed with explanation,Yes,No,467712
2013-08-02,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,Bank of America,PA,15717,,N/A,Web,2013-08-06,Closed with explanation,Yes,No,472473
2013-08-02,Mortgage,Conventional adjustable mortgage (ARM),"Application, originator, mortgage broker",,,,Selene Finance,NJ,8759,,N/A,Referral,2013-08-06,Closed with explanation,Yes,No,472480
2013-08-08,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,LCS Financial Corporation,CA,92591,,N/A,Web,2013-08-29,Closed with explanation,Yes,No,484573
2013-08-08,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,,,Ditech Financial LLC,GA,30152,,N/A,Web,2013-08-08,Closed with explanation,Yes,No,483920
2013-08-02,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,OK,74126,Older American,N/A,Web,2013-08-06,Closed with explanation,Yes,Yes,460388
2013-08-02,Bank account or service,Checking account,Deposits and withdrawals,,,,Capital One,LA,70004,,N/A,Web,2013-08-05,Closed with explanation,Yes,No,472482
2013-07-26,Bank account or service,Checking account,Problems caused by my funds being low,,,,FirstMerit Bank,MI,48642,,N/A,Web,2013-09-05,Closed with monetary relief,Yes,No,467736
2013-08-21,Credit reporting,,Incorrect information on credit report,Personal information,,,Equifax,GA,30228,,N/A,Web,2013-08-21,Closed with non-monetary relief,Yes,No,499745
2013-08-02,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,CIT Bank National Association,CA,91202,,N/A,Web,2013-08-06,Closed with explanation,Yes,No,479310
2013-08-02,Credit card,,Credit card protection / Debt protection,,,,Capital One,MA,1773,Older American,N/A,Web,2013-08-05,Closed with non-monetary relief,Yes,Yes,472489
2013-07-26,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Bank of America,CA,90008,,N/A,Phone,2013-07-29,Closed with explanation,Yes,Yes,473027
2013-08-02,Consumer Loan,Installment loan,Managing the loan or lease,,,,PNC Bank N.A.,OH,44107,,N/A,Web,2013-08-05,Closed with explanation,Yes,Yes,472490
2013-08-02,Credit reporting,,Incorrect information on credit report,Account terms,,,Equifax,TX,75205,,N/A,Web,2013-08-02,Closed with non-monetary relief,Yes,No,472492
2013-08-21,Credit card,,Billing disputes,,,,Capital One,PA,16433,Older American,N/A,Referral,2013-08-22,Closed with monetary relief,Yes,No,499752
